origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
512,BRAINSPACE,2.191580999999985,769.7443198999999,26.825557600000025,798.7614586
512,Hostel 5 - CRANE,2.191581,706.84277,47.5489897,756.5833407
512,Hostel 1 - HAWK,2.191581,830.03607,35.1058881,867.3335391
512,Hostel 2 - EAGLE,2.191581,289.746436,38.1097472,330.0477643
512,Hostel 3 - SILVERBILL,2.191581,788.2568901,43.6741535,834.1226246
512,Hostel 6 - SWAN,2.191581,641.9995508,33.3299605,677.5210924
512,Hostel 7 - SUNBIRD,2.191581,552.8667806,33.3777019,588.4360636
512,Mess - 2,2.191581,255.3232304,50.5392008,308.0540122
512,Apartment Tower - E,2.191581,1730.6039153,21.3582122,1754.1537085
512,Apartment Tower - A,2.191581,1556.4965026,29.0467884,1587.734872
512,Director's Residence,2.191581,1235.3209738,27.4509154,1264.9634702
512,Duplex Houses - D-1 to D-5,2.191581,1369.33801,20.1582429,1391.6878339
512,Athletic Track,2.191581,643.5102412,86.0505271,731.7523493
512,Mess - 1,2.191581,873.0153496,23.2313424,898.4382731
512,Mess - 3,2.191581,726.1204851,24.9175509,753.229617
512,Mess - 4,2.191581,601.7257108,28.3024783,632.2197701
512,Cricket Ground,2.191581,580.7182877,80.7553926,663.6652614
512,Ideation Hut,2.191581,690.5606808,18.8062422,711.558504
512,Infinity - AB1,2.191581,1130.5505368,22.1618907,1154.9040086
512,Elements - AB2,2.191581,1080.8025956,28.9748167,1111.9689933
512,Elements - A02,2.191581,1052.7784776,11.2298323,1066.1998909
512,Elements - AB2,2.191581,1031.4958592,10.682756,1044.3701962
512,Elements - A02,2.191581,1061.195762,7.5961936,1070.9835367
512,Cell - A03,2.191581,995.8043031,25.1442028,1023.1400869
512,Cell - A03,2.191581,1070.5307514,15.4553472,1088.1776796
512,Cell - A03,2.191581,1175.0073763,16.4406819,1193.6396393
512,4D - AB4,2.191581,1216.5737115,28.0521064,1246.817399
512,Therm - A05,2.191581,1274.9352347,23.9317012,1301.058517
512,Gravity - AB6,2.191581,1141.0729547,9.3493347,1152.6138704
512,Binary - AB6,2.191581,1130.5505368,15.5685895,1148.3107074
512,Library - Lumen - A08,2.191581,1073.6838502,24.7871132,1100.6625444
512,Cafe Coffee Day,2.191581,911.2628861,9.5828277,923.0372948
512,Plasma - A09,2.191581,1215.1676541,24.0064437,1241.3656788
512,Lecture Hall Complex (LHC) Ensemble - A10,2.191581,914.5797178,43.6996565,960.4709554
512,LHC Cafetaria,2.191581,997.3222881,14.1877749,1013.701644
512,Fly facility - A11,2.191581,946.1009204,8.2641139,956.5566153
512,Animal Facility - A12,2.191581,938.6077287,16.3949538,957.1942636
512,Solvent Store - A13,2.191581,1165.745603,14.5041642,1182.4413483
512,Liquid Nitrogen Plant - A14,2.191581,1132.4409072,10.6737646,1145.3062528
512,BSL - 3,2.191581,1424.3467816,15.4707201,1442.0090828
512,Rock Cutting Facilities,2.191581,981.0661276,11.3319089,994.5896176
512,Elements Extension (Proposed),2.191581,1189.4118202,19.3798498,1210.983251
512,Badminton Hall,2.191581,167.8666902,31.1294968,201.1877681
512,Hostel 9 - Flamingo (Proposed),2.191581,756.343708,42.759123,801.294412
512,Mess - 5,2.191581,100.3095773,24.6081545,127.1093128
512,Student Activity Center,2.191581,744.4716231,12.6825019,759.345706
512,Open Stage,2.191581,686.4612317,13.7327478,702.3855606
512,Tennis and Badminton Court,2.191581,414.2729408,19.4034483,435.8679701
512,Sports Complex,2.191581,705.5646269,43.5199927,751.2762007
512,Institute Club & Creché,2.191581,1517.834107,28.7079374,1548.7336254
512,Community Center,2.191581,1559.9333227,29.3761025,1591.5010062
512,Shopping Center,2.191581,1159.2916556,32.0408062,1193.5240429
512,Visitor's Hostel,2.191581,1374.2005495,21.9525315,1398.344662
512,Hostel 8 - Sky Lark,2.191581,258.830601,45.4150378,306.4372198
512,Mess - 6,2.191581,196.7076237,27.549603,226.4488078
512,Football Ground,2.191581,757.1777041,88.5643572,847.9336423
512,Security Office,2.191581,1819.0372521,10.9264456,1832.1552788
512,Apartment Tower (Upcoming),2.191581,1498.8592283,27.3225963,1528.3734057
512,Apartment Tower (Upcoming),2.191581,1386.6433621,22.0237653,1410.8587084
512,Duplex Houses - D-6 to D-10,2.191581,1363.6008534,20.9601132,1386.7525477
512,Duplex Houses - D-11 to D-12,2.191581,1387.9511873,31.8424359,1421.9852042
512,Apartment Tower - B,2.191581,1553.8124086,30.7412135,1586.7452031
512,Single Bed Residential Accomodation,2.191581,1587.9314358,23.4941376,1613.6171544
512,Electrical Sub Station - 1,2.191581,1250.8123218,11.7785207,1264.7824235
512,Electrical Sub Station - 2A,2.191581,563.0028033,14.032155,579.2265393
512,Electrical Sub Station - 2,2.191581,894.6763466,33.5122027,930.3801304
512,Institute Works Department,2.191581,686.0885115,31.6858861,719.9659786
513,BRAINSPACE,5.2894078,824.5561857,26.8255576,856.6711511
513,Hostel 5 - CRANE,5.2894078,761.6546358,47.5489897,814.4930332
513,Hostel 1 - HAWK,5.2894078,775.2242042,35.1058881,815.6195001
513,Hostel 2 - EAGLE,5.2894078,234.9345703,38.1097472,278.3337252
513,Hostel 3 - SILVERBILL,5.2894078,843.0687559,43.6741535,892.0323171
513,Hostel 6 - SWAN,5.2894078,696.8114166,33.3299605,735.4307849
513,Hostel 7 - SUNBIRD,5.2894078,607.6786464,33.3777019,646.3457561
513,Mess - 2,5.2894078,200.5113646,50.5392008,256.3399731
513,Apartment Tower - E,5.2894078,1675.7920495,21.3582122,1702.4396695
513,Apartment Tower - A,5.2894078,1501.6846368,29.0467884,1536.020833
513,Director's Residence,5.2894078,1180.509108,27.4509154,1213.2494312
513,Duplex Houses - D-1 to D-5,5.2894078,1314.5261442,20.1582429,1339.9737948
513,Athletic Track,5.2894078,698.322107,86.0505271,789.6620418
513,Mess - 1,5.2894078,818.2034838,23.2313424,846.724234
513,Mess - 3,5.2894078,780.9323509,24.9175509,811.1393095
513,Mess - 4,5.2894078,656.5375766,28.3024783,690.1294626
513,Cricket Ground,5.2894078,635.5301534,80.7553926,721.5749539
513,Ideation Hut,5.2894078,745.3725466,18.8062422,769.4681965
513,Infinity - AB1,5.2894078,1075.7386711,22.1618907,1103.1899696
513,Elements - AB2,5.2894078,1025.9907298,28.9748167,1060.2549542
513,Elements - A02,5.2894078,997.9666118,11.2298323,1014.4858518
513,Elements - AB2,5.2894078,976.6839934,10.682756,992.6561571
513,Elements - A02,5.2894078,1006.3838963,7.5961936,1019.2694976
513,Cell - A03,5.2894078,940.9924373,25.1442028,971.4260478
513,Cell - A03,5.2894078,1015.7188856,15.4553472,1036.4636406
513,Cell - A03,5.2894078,1120.1955105,16.4406819,1141.9256002
513,4D - AB4,5.2894078,1161.7618457,28.0521064,1195.1033599
513,Therm - A05,5.2894078,1220.1233689,23.9317012,1249.3444779
513,Gravity - AB6,5.2894078,1086.2610889,9.3493347,1100.8998314
513,Binary - AB6,5.2894078,1075.7386711,15.5685895,1096.5966684
513,Library - Lumen - A08,5.2894078,1018.8719844,24.7871132,1048.9485054
513,Cafe Coffee Day,5.2894078,856.4510203,9.5828277,871.3232558
513,Plasma - A09,5.2894078,1160.3557883,24.0064437,1189.6516397
513,Lecture Hall Complex (LHC) Ensemble - A10,5.2894078,859.767852,43.6996565,908.7569163
513,LHC Cafetaria,5.2894078,942.5104223,14.1877749,961.987605
513,Fly facility - A11,5.2894078,891.2890546,8.2641139,904.8425762
513,Animal Facility - A12,5.2894078,883.7958629,16.3949538,905.4802245
513,Solvent Store - A13,5.2894078,1110.9337372,14.5041642,1130.7273092
513,Liquid Nitrogen Plant - A14,5.2894078,1077.6290414,10.6737646,1093.5922138
513,BSL - 3,5.2894078,1369.5349158,15.4707201,1390.2950437
513,Rock Cutting Facilities,5.2894078,926.2542619,11.3319089,942.8755786
513,Elements Extension (Proposed),5.2894078,1134.5999544,19.3798498,1159.2692119
513,Badminton Hall,5.2894078,222.678556,31.1294968,259.0974606
513,Hostel 9 - Flamingo (Proposed),5.2894078,701.5318422,42.759123,749.5803729
513,Mess - 5,5.2894078,155.1214431,24.6081545,185.0190053
513,Student Activity Center,5.2894078,799.2834888,12.6825019,817.2553985
513,Open Stage,5.2894078,741.2730975,13.7327478,760.2952531
513,Tennis and Badminton Court,5.2894078,469.0848065,19.4034483,493.7776626
513,Sports Complex,5.2894078,760.3764927,43.5199927,809.1858932
513,Institute Club & Creché,5.2894078,1463.0222412,28.7079374,1497.0195864
513,Community Center,5.2894078,1505.1214569,29.3761025,1539.7869672
513,Shopping Center,5.2894078,1104.4797898,32.0408062,1141.8100038
513,Visitor's Hostel,5.2894078,1319.3886837,21.9525315,1346.630623
513,Hostel 8 - Sky Lark,5.2894078,313.6424668,45.4150378,364.3469123
513,Mess - 6,5.2894078,251.5194895,27.549603,284.3585003
513,Football Ground,5.2894078,702.3658383,88.5643572,796.2196033
513,Security Office,5.2894078,1764.2253863,10.9264456,1780.4412397
513,Apartment Tower (Upcoming),5.2894078,1444.0473625,27.3225963,1476.6593666
513,Apartment Tower (Upcoming),5.2894078,1331.8314963,22.0237653,1359.1446693
513,Duplex Houses - D-6 to D-10,5.2894078,1308.7889876,20.9601132,1335.0385086
513,Duplex Houses - D-11 to D-12,5.2894078,1333.1393215,31.8424359,1370.2711651
513,Apartment Tower - B,5.2894078,1499.0005428,30.7412135,1535.0311641
513,Single Bed Residential Accomodation,5.2894078,1533.1195701,23.4941376,1561.9031154
513,Electrical Sub Station - 1,5.2894078,1196.000456,11.7785207,1213.0683845
513,Electrical Sub Station - 2A,5.2894078,508.1909375,14.032155,527.5125002
513,Electrical Sub Station - 2,5.2894078,839.8644808,33.5122027,878.6660913
513,Institute Works Department,5.2894078,631.2766457,31.6858861,668.2519396
514,BRAINSPACE,0.2952324,880.6817473,26.8255576,907.8025373
514,Hostel 5 - CRANE,0.2952324,817.7801974,47.5489897,865.6244195
514,Hostel 1 - HAWK,0.2952324,719.0986425,35.1058881,754.4997631
514,Hostel 2 - EAGLE,0.2952324,178.8090086,38.1097472,217.2139882
514,Hostel 3 - SILVERBILL,0.2952324,899.1943175,43.6741535,943.1637034
514,Hostel 6 - SWAN,0.2952324,752.9369783,33.3299605,786.5621712
514,Hostel 7 - SUNBIRD,0.2952324,663.8042081,33.3777019,697.4771423
514,Mess - 2,0.2952324,144.385803,50.5392008,195.2202361
514,Apartment Tower - E,0.2952324,1619.6664879,21.3582122,1641.3199324
514,Apartment Tower - A,0.2952324,1445.5590752,29.0467884,1474.901096
514,Director's Residence,0.2952324,1124.3835464,27.4509154,1152.1296942
514,Duplex Houses - D-1 to D-5,0.2952324,1258.4005825,20.1582429,1278.8540578
514,Athletic Track,0.2952324,724.5752229,86.0505271,810.9209823
514,Mess - 1,0.2952324,762.0779222,23.2313424,785.604497
514,Mess - 3,0.2952324,837.0579125,24.9175509,862.2706957
514,Mess - 4,0.2952324,712.6631382,28.3024783,741.2608489
514,Cricket Ground,0.2952324,691.6557151,80.7553926,772.7063401
514,Ideation Hut,0.2952324,801.4981082,18.8062422,820.5995828
514,Infinity - AB1,0.2952324,1019.6131094,22.1618907,1042.0702326
514,Elements - AB2,0.2952324,969.8651682,28.9748167,999.1352172
514,Elements - A02,0.2952324,941.8410502,11.2298323,953.3661148
514,Elements - AB2,0.2952324,920.5584318,10.682756,931.5364201
514,Elements - A02,0.2952324,950.2583346,7.5961936,958.1497606
514,Cell - A03,0.2952324,884.8668757,25.1442028,910.3063108
514,Cell - A03,0.2952324,959.593324,15.4553472,975.3439036
514,Cell - A03,0.2952324,1064.0699489,16.4406819,1080.8058632
514,4D - AB4,0.2952324,1105.6362841,28.0521064,1133.9836229
514,Therm - A05,0.2952324,1163.9978073,23.9317012,1188.2247409
514,Gravity - AB6,0.2952324,1030.1355273,9.3493347,1039.7800944
514,Binary - AB6,0.2952324,1019.6131094,15.5685895,1035.4769314
514,Library - Lumen - A08,0.2952324,962.7464228,24.7871132,987.8287683
514,Cafe Coffee Day,0.2952324,800.3254586,9.5828277,810.2035188
514,Plasma - A09,0.2952324,1104.2302267,24.0064437,1128.5319027
514,Lecture Hall Complex (LHC) Ensemble - A10,0.2952324,803.6422904,43.6996565,847.6371793
514,LHC Cafetaria,0.2952324,886.3848607,14.1877749,900.867868
514,Fly facility - A11,0.2952324,835.1634929,8.2641139,843.7228392
514,Animal Facility - A12,0.2952324,827.6703013,16.3949538,844.3604875
514,Solvent Store - A13,0.2952324,1054.8081756,14.5041642,1069.6075722
514,Liquid Nitrogen Plant - A14,0.2952324,1021.5034798,10.6737646,1032.4724768
514,BSL - 3,0.2952324,1313.4093542,15.4707201,1329.1753067
514,Rock Cutting Facilities,0.2952324,870.1287002,11.3319089,881.7558416
514,Elements Extension (Proposed),0.2952324,1078.4743928,19.3798498,1098.1494749
514,Badminton Hall,0.2952324,278.8041176,31.1294968,310.2288468
